#creator_id: "https://orcid.org/0000-0002-7356-1779"
#curie_map: 
#  HP: "http://purl.obolibrary.org/obo/HP_"
#  MP: "http://purl.obolibrary.org/obo/MP_"
#  skos: "http://www.w3.org/2004/02/skos/core"
#license: "https://creativecommons.org/publicdomain/zero/1.0/"
#mapping_provider: "http://purl.obolibrary.org/obo/upheno.owl"
subject_id	predicate_id	object_id	match_type	subject_label	object_label
HP:0010626	skos:exactMatch	MP:0005315	Lexical	Anterior pituitary agenesis	absent pituitary gland
HP:0001332	skos:exactMatch	MP:0005323	Lexical	Dystonia	dystonia
HP:0001541	skos:exactMatch	MP:0005324	Lexical	Ascites	ascites
HP:0012100	skos:exactMatch	MP:0005328	Lexical	Abnormal circulating creatinine level	abnormal circulating creatinine level
HP:0001662	skos:exactMatch	MP:0005333	Lexical	Bradycardia	decreased heart rate
HP:0012112	skos:exactMatch	MP:0005345	Lexical	Abnormal circulating corticosterone level	abnormal circulating corticosterone level
HP:0000252	skos:exactMatch	MP:0005352	Lexical	Microcephaly	small cranium
HP:0003045	skos:exactMatch	MP:0005353	Lexical	Abnormal patella morphology	abnormal patella morphology
HP:0040129	skos:exactMatch	MP:0005403	Lexical	Abnormal nerve conduction velocity	abnormal nerve conduction
HP:0040078	skos:exactMatch	MP:0005405	Lexical	Axonal degeneration	axon degeneration
HP:0031005	skos:exactMatch	MP:0005407	Lexical	Hyperalgesia	hyperalgesia
HP:0001010	skos:exactMatch	MP:0005408	Lexical	Hypopigmentation of the skin	hypopigmentation
HP:0012334	skos:exactMatch	MP:0005414	Lexical	Extrahepatic cholestasis	extrahepatic cholestasis
HP:0001406	skos:exactMatch	MP:0005415	Lexical	Intrahepatic cholestasis	intrahepatic cholestasis
HP:0010876	skos:exactMatch	MP:0005416	Lexical	Abnormal circulating protein level	abnormal circulating protein level
HP:0000973	skos:exactMatch	MP:0005421	Lexical	Cutis laxa	loose skin
HP:0011001	skos:exactMatch	MP:0005422	Lexical	Increased bone mineral density	osteosclerosis
HP:0002789	skos:exactMatch	MP:0005426	Lexical	Tachypnea	tachypnea
HP:0011854	skos:exactMatch	MP:0005435	Lexical	Hemoperitoneum	hemoperitoneum
HP:0031508	skos:exactMatch	MP:0005468	Lexical	Abnormal thyroid hormone level	abnormal thyroid hormone level
HP:0031505	skos:exactMatch	MP:0005475	Lexical	Abnormal circulating thyroxine level	abnormal circulating thyroxine level
HP:0031506	skos:exactMatch	MP:0005477	Lexical	Increased circulating thyroxine level	increased circulating thyroxine level
HP:0031507	skos:exactMatch	MP:0005478	Lexical	Decreased circulating thyroxine level	decreased circulating thyroxine level
HP:0005506	skos:exactMatch	MP:0005481	Lexical	Chronic myelogenous leukemia	increased chronic myelocytic leukemia incidence
HP:0001894	skos:exactMatch	MP:0005505	Lexical	Thrombocytosis	thrombocytosis
HP:0000554	skos:exactMatch	MP:0005515	Lexical	Uveitis	uveitis
HP:0012214	skos:exactMatch	MP:0005527	Lexical	Increased glomerular filtration rate	increased renal glomerular filtration rate
HP:0012213	skos:exactMatch	MP:0005528	Lexical	Decreased glomerular filtration rate	decreased renal glomerular filtration rate
HP:0002045	skos:exactMatch	MP:0005534	Lexical	Hypothermia	decreased body temperature
HP:0011496	skos:exactMatch	MP:0005542	Lexical	Corneal neovascularization	corneal vascularization
HP:0000531	skos:exactMatch	MP:0005544	Lexical	Corneal crystals	corneal deposits
HP:0011506	skos:exactMatch	MP:0005546	Lexical	Choroidal neovascularization	choroidal neovascularization
HP:0012213	skos:exactMatch	MP:0005558	Lexical	Decreased glomerular filtration rate	decreased creatinine clearance
HP:0025548	skos:exactMatch	MP:0005561	Lexical	Increased mean corpuscular hemoglobin concentration	increased mean corpuscular hemoglobin
HP:0032231	skos:exactMatch	MP:0005562	Lexical	Hypochromia	decreased mean corpuscular hemoglobin
HP:0031969	skos:exactMatch	MP:0005566	Lexical	Reduced blood urea nitrogen	decreased blood urea nitrogen level
HP:0002152	skos:exactMatch	MP:0005568	Lexical	Hyperproteinemia	increased circulating total protein level
HP:0012864	skos:exactMatch	MP:0005578	Lexical	Abnormal sperm morphology	teratozoospermia
HP:0012379	skos:exactMatch	MP:0005584	Lexical	Abnormal enzyme/coenzyme activity	abnormal enzyme/coenzyme activity
HP:0003010	skos:exactMatch	MP:0005606	Lexical	Prolonged bleeding time	increased bleeding time
HP:0025546	skos:exactMatch	MP:0005640	Lexical	Abnormal mean corpuscular hemoglobin concentration	abnormal mean corpuscular hemoglobin concentration
HP:0025548	skos:exactMatch	MP:0005641	Lexical	Increased mean corpuscular hemoglobin concentration	increased mean corpuscular hemoglobin concentration
HP:0025547	skos:exactMatch	MP:0005642	Lexical	Decreased mean corpuscular hemoglobin concentration	decreased mean corpuscular hemoglobin concentration
HP:0012245	skos:exactMatch	MP:0005652	Lexical	Sex reversal	sex reversal
HP:0002269	skos:exactMatch	MP:0006009	Lexical	Abnormality of neuronal migration	abnormal neuronal migration
HP:0002206	skos:exactMatch	MP:0006050	Lexical	Pulmonary fibrosis	pulmonary fibrosis
HP:0011536	skos:exactMatch	MP:0006061	Lexical	Right atrial isomerism	right atrial isomerism
HP:0000023	skos:exactMatch	MP:0006077	Lexical	Inguinal hernia	inguinal hernia
HP:0004404	skos:exactMatch	MP:0006078	Lexical	Abnormal nipple morphology	abnormal nipple morphology
HP:0001700	skos:exactMatch	MP:0006085	Lexical	Myocardial necrosis	myocardium necrosis
HP:0045082	skos:exactMatch	MP:0006086	Lexical	Decreased body mass index	decreased body mass index
HP:0031418	skos:exactMatch	MP:0006087	Lexical	Increased body mass index	increased body mass index
HP:0030999	skos:exactMatch	MP:0006089	Lexical	Abnormal vestibular saccule morphology	abnormal vestibular saccule morphology
HP:0004947	skos:exactMatch	MP:0006093	Lexical	Arteriovenous fistula	arteriovenous malformation
HP:0030759	skos:exactMatch	MP:0006094	Lexical	Adipocyte hypertrophy	increased fat cell size
HP:0001663	skos:exactMatch	MP:0006110	Lexical	Ventricular fibrillation	ventricular fibrillation
HP:0001681	skos:exactMatch	MP:0006112	Lexical	Angina pectoris	angina
HP:0030148	skos:exactMatch	MP:0006114	Lexical	Heart murmur	cardiac murmur
HP:0025578	skos:exactMatch	MP:0006118	Lexical	Aortic valve prolapse	aortic valve prolapse
HP:0011560	skos:exactMatch	MP:0006119	Lexical	Mitral atresia	mitral valve atresia
HP:0011662	skos:exactMatch	MP:0006123	Lexical	Tricuspid atresia	tricuspid valve atresia
HP:0010446	skos:exactMatch	MP:0006124	Lexical	Tricuspid stenosis	tricuspid valve stenosis
HP:0025324	skos:exactMatch	MP:0006134	Lexical	Arterial occlusion	artery occlusion
HP:0002619	skos:exactMatch	MP:0006136	Lexical	Varicose veins	varicose veins
HP:0001635	skos:exactMatch	MP:0006138	Lexical	Congestive heart failure	congestive heart failure
HP:0000622	skos:exactMatch	MP:0006149	Lexical	Blurred vision	decreased visual acuity
HP:0007663	skos:exactMatch	MP:0006149	Lexical	Reduced visual acuity	decreased visual acuity
HP:0000651	skos:exactMatch	MP:0006150	Lexical	Diplopia	double vision
HP:0000540	skos:exactMatch	MP:0006153	Lexical	Hypermetropia	hypermetropia
HP:0001107	skos:exactMatch	MP:0006159	Lexical	Ocular albinism	ocular albinism
HP:0030939	skos:exactMatch	MP:0006162	Lexical	Palpebral thickening	thick eyelids
HP:0000621	skos:exactMatch	MP:0006165	Lexical	Entropion	entropion
HP:0500043	skos:exactMatch	MP:0006166	Lexical	Eyelid retraction	eyelid retraction
HP:0000537	skos:exactMatch	MP:0006168	Lexical	Epicanthus inversus	epicanthus inversus
HP:0001096	skos:exactMatch	MP:0006194	Lexical	Keratoconjunctivitis	keratoconjunctivitis
HP:0000490	skos:exactMatch	MP:0006198	Lexical	Deeply set eye	enophthalmos
HP:0025586	skos:exactMatch	MP:0006199	Lexical	Hypertropia	hypertropia
HP:0032479	skos:exactMatch	MP:0006204	Lexical	Preimplantation lethality	embryonic lethality before implantation
HP:0007807	skos:exactMatch	MP:0006220	Lexical	Optic nerve compression	optic nerve compression
HP:0000538	skos:exactMatch	MP:0006223	Lexical	Pseudopapilledema	optic nerve swelling
HP:0001085	skos:exactMatch	MP:0006223	Lexical	Papilledema	optic nerve swelling
HP:0000657	skos:exactMatch	MP:0006224	Lexical	Oculomotor apraxia	oculomotor apraxia
HP:0011500	skos:exactMatch	MP:0006235	Lexical	Polycoria	polycoria
HP:0009916	skos:exactMatch	MP:0006240	Lexical	Anisocoria	anisocoria
HP:0009918	skos:exactMatch	MP:0006241	Lexical	Ectopia pupillae	abnormal placement of pupils
HP:0000555	skos:exactMatch	MP:0006242	Lexical	Leukocoria	white pupil
HP:0000643	skos:exactMatch	MP:0006244	Lexical	Blepharospasm	eyelid muscle spasm
HP:0031786	skos:exactMatch	MP:0006244	Lexical	Cogan lid twitch	eyelid muscle spasm
HP:0012019	skos:exactMatch	MP:0006245	Lexical	Lens luxation	dislocated lens
HP:0000667	skos:exactMatch	MP:0006249	Lexical	Phthisis bulbi	phthisis bulbi
HP:0030084	skos:exactMatch	MP:0006253	Lexical	Clinodactyly	clinodactyly
HP:0001734	skos:exactMatch	MP:0006261	Lexical	Annular pancreas	annular pancreas
HP:0500104	skos:exactMatch	MP:0006263	Lexical	Decreased diastolic blood pressure	decreased systemic arterial diastolic blood pressure
HP:0500105	skos:exactMatch	MP:0006264	Lexical	Decreased systolic blood pressure	decreased systemic arterial systolic blood pressure
HP:0004942	skos:exactMatch	MP:0006278	Lexical	Aortic aneurysm	aortic aneurysm
HP:0012806	skos:exactMatch	MP:0006290	Lexical	Proboscis	proboscis
HP:0007268	skos:exactMatch	MP:0006291	Lexical	Aprosencephaly	aprosencephaly
HP:0001166	skos:exactMatch	MP:0006296	Lexical	Arachnodactyly	arachnodactyly
HP:0020119	skos:exactMatch	MP:0006303	Lexical	Abnormal retinal nerve fiber layer morphology	abnormal retinal nerve fiber layer morphology
HP:0020129	skos:exactMatch	MP:0006315	Lexical	Abnormal urine protein level	abnormal urine protein level
HP:0000405	skos:exactMatch	MP:0006326	Lexical	Conductive hearing impairment	conductive hearing impairment
HP:0000410	skos:exactMatch	MP:0006327	Lexical	Mixed hearing impairment	mixed hearing impairment
HP:0000407	skos:exactMatch	MP:0006329	Lexical	Sensorineural hearing impairment	sensorineural hearing impairment
HP:0030869	skos:exactMatch	MP:0006415	Lexical	Anorchism	absent testes
HP:0100615	skos:exactMatch	MP:0008000	Lexical	Ovarian neoplasm	increased ovary tumor incidence
HP:0032448	skos:exactMatch	MP:0008003	Lexical	Achlorhydria	achlorhydria
HP:0200008	skos:exactMatch	MP:0008011	Lexical	Intestinal polyposis	intestine polyps
HP:0004783	skos:exactMatch	MP:0008012	Lexical	Duodenal polyposis	duodenum polyps
HP:0031871	skos:exactMatch	MP:0008117	Lexical	Abnormal Langerhans cell morphology	abnormal Langerhans cell morphology
HP:0031266	skos:exactMatch	MP:0008140	Lexical	Podocyte foot process effacement	podocyte foot process effacement
HP:0000662	skos:exactMatch	MP:0008144	Lexical	Nyctalopia	nyctalopia
HP:0012047	skos:exactMatch	MP:0008145	Lexical	Hemeralopia	hemeralopia
HP:0003100	skos:exactMatch	MP:0008150	Lexical	Slender long bone	decreased diameter of long bones
HP:0031107	skos:exactMatch	MP:0008153	Lexical	Decreased fibular diameter	decreased diameter of fibula
HP:0012107	skos:exactMatch	MP:0008159	Lexical	Increased fibular diameter	increased diameter of fibula
HP:0001881	skos:exactMatch	MP:0008246	Lexical	Abnormal leukocyte morphology	abnormal leukocyte morphology
HP:0011849	skos:exactMatch	MP:0008271	Lexical	Abnormal bone ossification	abnormal bone ossification
HP:0012790	skos:exactMatch	MP:0008273	Lexical	Abnormal intramembranous ossification	abnormal intramembranous bone ossification
HP:0100961	skos:exactMatch	MP:0008282	Lexical	Enlarged hippocampus	enlarged hippocampus
HP:0025517	skos:exactMatch	MP:0008283	Lexical	Hypoplastic hippocampus	small hippocampus
HP:0001931	skos:exactMatch	MP:0008387	Lexical	Hypochromic anemia	hypochromic anemia
HP:0004840	skos:exactMatch	MP:0008388	Lexical	Hypochromic microcytic anemia	hypochromic microcytic anemia
HP:0030334	skos:exactMatch	MP:0008397	Lexical	"Abnormal CD4-positive	 CD25-positive	 alpha-beta regulatory T cell morphology"	"abnormal CD4-positive	 CD25-positive	 alpha-beta regulatory T cell morphology"
HP:0025082	skos:exactMatch	MP:0008418	Lexical	Abnormal cutaneous elastic fiber morphology	abnormal cutaneous elastic fiber morphology
HP:0031512	skos:exactMatch	MP:0008438	Lexical	Abnormal cutaneous collagen fibril morphology	abnormal cutaneous collagen fibril morphology
HP:0011537	skos:exactMatch	MP:0008461	Lexical	Left atrial isomerism	left atrial isomerism
HP:0006956	skos:exactMatch	MP:0008535	Lexical	Dilation of lateral ventricles	enlarged lateral ventricles
HP:0005110	skos:exactMatch	MP:0008543	Lexical	Atrial fibrillation	atrial fibrillation
HP:0004409	skos:exactMatch	MP:0008544	Lexical	Hyposmia	impaired olfaction
HP:0010633	skos:exactMatch	MP:0008544	Lexical	Partial anosmia	impaired olfaction
HP:0032558	skos:exactMatch	MP:0008545	Lexical	Absent sperm flagella	absent sperm flagellum
HP:0040238	skos:exactMatch	MP:0008720	Lexical	Impaired neutrophil chemotaxis	impaired neutrophil chemotaxis
HP:0002983	skos:exactMatch	MP:0008736	Lexical	Micromelia	micromelia
HP:0040134	skos:exactMatch	MP:0008738	Lexical	Abnormal hepatic iron concentration	abnormal liver iron level
HP:0030770	skos:exactMatch	MP:0008784	Lexical	Craniorachischisis	craniorachischisis
HP:0100731	skos:exactMatch	MP:0008798	Lexical	Transverse facial cleft	lateral facial cleft
HP:0410282	skos:exactMatch	MP:0008804	Lexical	Abnormal circulating amylase level	abnormal circulating amylase level
HP:0410289	skos:exactMatch	MP:0008805	Lexical	Hypoamylasemia	decreased circulating amylase level
HP:0410288	skos:exactMatch	MP:0008806	Lexical	Hyperamylasemia	increased circulating amylase level
HP:0000762	skos:exactMatch	MP:0008814	Lexical	Decreased nerve conduction velocity	decreased nerve conduction velocity
HP:0030855	skos:exactMatch	MP:0008815	Lexical	Anterior staphyloma	anterior staphyloma
HP:0000967	skos:exactMatch	MP:0008816	Lexical	Petechiae	petechiae
HP:0002937	skos:exactMatch	MP:0008832	Lexical	Hemivertebrae	hemivertebra
HP:0030666	skos:exactMatch	MP:0008852	Lexical	Retinal neovascularization	retinal neovascularization
HP:0004484	skos:exactMatch	MP:0008863	Lexical	Craniofacial asymmetry	craniofacial asymmetry
HP:0009702	skos:exactMatch	MP:0008915	Lexical	Carpal synostosis	fused carpal bones
HP:0005537	skos:exactMatch	MP:0008935	Lexical	Decreased mean platelet volume	decreased mean platelet volume
HP:0004857	skos:exactMatch	MP:0008945	Lexical	Hyperchromic macrocytic anemia	hyperchromic macrocytic anemia
HP:0004756	skos:exactMatch	MP:0008950	Lexical	Ventricular tachycardia	ventricular tachycardia
HP:0030146	skos:exactMatch	MP:0008986	Lexical	Abnormal liver parenchyma morphology	abnormal liver parenchyma morphology
HP:0002023	skos:exactMatch	MP:0008999	Lexical	Anal atresia	absent anus
HP:0012386	skos:exactMatch	MP:0009001	Lexical	Absent hallux	absent hallux
HP:0012703	skos:exactMatch	MP:0009027	Lexical	Abnormal subarachnoid space morphology	abnormal subarachnoid space morphology
HP:0025246	skos:exactMatch	MP:0009042	Lexical	Trichilemmal cyst	pilar cyst
HP:0002380	skos:exactMatch	MP:0009046	Lexical	Fasciculations	muscle twitch
HP:0012673	skos:exactMatch	MP:0009072	Lexical	Aplasia of the upper vagina	absent cranial vagina
HP:0012094	skos:exactMatch	MP:0009106	Lexical	Abnormal pancreas size	abnormal pancreas size
HP:0002894	skos:exactMatch	MP:0009153	Lexical	Neoplasm of the pancreas	increased pancreas tumor incidence
HP:0010461	skos:exactMatch	MP:0009198	Lexical	Abnormality of the male genitalia	abnormal male genitalia morphology
HP:0010784	skos:exactMatch	MP:0009222	Lexical	Uterine neoplasm	increased uterus tumor incidence
HP:0030160	skos:exactMatch	MP:0009228	Lexical	Cervicitis	uterine cervix inflammation
HP:0003270	skos:exactMatch	MP:0009247	Lexical	Abdominal distention	meteorism
HP:0000557	skos:exactMatch	MP:0009274	Lexical	Buphthalmos	buphthalmos
HP:0031364	skos:exactMatch	MP:0009276	Lexical	Ecchymosis	ecchymosis
HP:0006771	skos:exactMatch	MP:0009311	Lexical	Duodenal adenocarcinoma	increased duodenum adenocarcinoma incidence
HP:0030439	skos:exactMatch	MP:0009316	Lexical	Anal canal adenocarcinoma	increased anal adenocarcinoma incidence
HP:0002213	skos:exactMatch	MP:0009351	Lexical	Fine hair	thin hair shaft
HP:0025636	skos:exactMatch	MP:0009360	Lexical	Endometritis	endometrium inflammation
HP:0020157	skos:exactMatch	MP:0009375	Lexical	Thin zona pellucida	thin zona pellucida
HP:0003687	skos:exactMatch	MP:0009404	Lexical	Centrally nucleated skeletal muscle fibers	centrally nucleated skeletal muscle fibers
HP:0003202	skos:exactMatch	MP:0009417	Lexical	Skeletal muscle atrophy	skeletal muscle atrophy
HP:0030951	skos:exactMatch	MP:0009419	Lexical	Skeletal muscle fibrosis	skeletal muscle fibrosis
HP:0002385	skos:exactMatch	MP:0009434	Lexical	Paraparesis	paraparesis
HP:0025274	skos:exactMatch	MP:0009442	Lexical	Ovarian dermoid cyst	increased ovarian teratoma incidence
HP:0003712	skos:exactMatch	MP:0009461	Lexical	Skeletal muscle hypertrophy	skeletal muscle hypertrophy
HP:0031111	skos:exactMatch	MP:0009469	Lexical	Cutaneous hamartoma	increased skin hamartoma incidence
HP:0032564	skos:exactMatch	MP:0009482	Lexical	Ileitis	ileum inflammation
HP:0030075	skos:exactMatch	MP:0009508	Lexical	Ductal carcinoma in situ	increased mammary gland ductal carcinoma incidence
HP:0030187	skos:exactMatch	MP:0009514	Lexical	Titubation	titubation
HP:0004445	skos:exactMatch	MP:0009547	Lexical	Elliptocytosis	elliptocytosis
HP:0030402	skos:exactMatch	MP:0009548	Lexical	Abnormal platelet aggregation	abnormal platelet aggregation
HP:0003540	skos:exactMatch	MP:0009549	Lexical	Impaired platelet aggregation	decreased platelet aggregation
HP:0025114	skos:exactMatch	MP:0009600	Lexical	Hypergranulosis	hypergranulosis
HP:0012585	skos:exactMatch	MP:0009641	Lexical	Renal atrophy	kidney degeneration
HP:0002157	skos:exactMatch	MP:0009644	Lexical	Azotemia	uremia
HP:0020074	skos:exactMatch	MP:0009645	Lexical	Crystalluria	crystalluria
HP:0100577	skos:exactMatch	MP:0009646	Lexical	Urinary bladder inflammation	urinary bladder inflammation
HP:0031456	skos:exactMatch	MP:0009668	Lexical	Ectopic pregnancy	ectopic pregnancy
HP:0025080	skos:exactMatch	MP:0009675	Lexical	Orthokeratotic hyperkeratosis	orthokeratosis
HP:0040162	skos:exactMatch	MP:0009675	Lexical	Orthokeratosis	orthokeratosis
HP:0012238	skos:exactMatch	MP:0009699	Lexical	Increased circulating chylomicron concentration	hyperchylomicronemia
HP:0000413	skos:exactMatch	MP:0009707	Lexical	Atresia of the external auditory canal	absent external auditory canal
HP:0012154	skos:exactMatch	MP:0009710	Lexical	Anhedonia	anhedonia
HP:0100258	skos:exactMatch	MP:0009743	Lexical	Preaxial polydactyly	preaxial polydactyly
HP:0100259	skos:exactMatch	MP:0009744	Lexical	Postaxial polydactyly	postaxial polydactyly
HP:0001051	skos:exactMatch	MP:0009792	Lexical	Seborrheic dermatitis	seborrheic dermatitis
HP:0012804	skos:exactMatch	MP:0009825	Lexical	Corneal ulceration	cornea ulcer
HP:0032156	skos:exactMatch	MP:0009827	Lexical	Skin detachment	skin detachment
HP:0002578	skos:exactMatch	MP:0009854	Lexical	Gastroparesis	impaired gastric peristalsis
HP:0011800	skos:exactMatch	MP:0009855	Lexical	Midface retrusion	midface retrusion
HP:0009741	skos:exactMatch	MP:0009860	Lexical	Nephrosclerosis	nephrosclerosis
HP:0031784	skos:exactMatch	MP:0009867	Lexical	Abnormal ascending aorta morphology	abnormal ascending aorta morphology
HP:0031934	skos:exactMatch	MP:0009869	Lexical	Abnormal descending aorta morphology	abnormal descending aorta morphology
HP:0000160	skos:exactMatch	MP:0009880	Lexical	Narrow mouth	microstomia
HP:0000154	skos:exactMatch	MP:0009881	Lexical	Wide mouth	macrostomia
HP:0000171	skos:exactMatch	MP:0009904	Lexical	Microglossia	tongue hypoplasia
HP:0012730	skos:exactMatch	MP:0009905	Lexical	Aglossia	absent tongue
HP:0010297	skos:exactMatch	MP:0009910	Lexical	Bifid tongue	bifurcated tongue
HP:0002475	skos:exactMatch	MP:0009929	Lexical	Myelomeningocele	meningomyelocele
HP:0002213	skos:exactMatch	MP:0009930	Lexical	Fine hair	fuzzy hair
HP:0001045	skos:exactMatch	MP:0010016	Lexical	Vitiligo	variable depigmentation
HP:0012072	skos:exactMatch	MP:0010028	Lexical	Aciduria	aciduria
HP:0100588	skos:exactMatch	MP:0010033	Lexical	Paraphimosis	paraphimosis
HP:0012113	skos:exactMatch	MP:0010063	Lexical	Abnormal circulating creatine concentration	abnormal circulating creatine level
HP:0031965	skos:exactMatch	MP:0010067	Lexical	Increased RBC distribution width	increased red blood cell distribution width
HP:0004446	skos:exactMatch	MP:0010074	Lexical	Stomatocytosis	stomatocytosis
HP:0030431	skos:exactMatch	MP:0010079	Lexical	Osteochondroma	increased osteochondroma incidence
HP:0005107	skos:exactMatch	MP:0010113	Lexical	Abnormal sacrum morphology	abnormal sacrum morphology
HP:0011105	skos:exactMatch	MP:0010127	Lexical	Hypervolemia	hypervolemia
HP:0011106	skos:exactMatch	MP:0010128	Lexical	Hypovolemia	hypovolemia
HP:0012089	skos:exactMatch	MP:0010138	Lexical	Arteritis	arteritis
HP:0001537	skos:exactMatch	MP:0010146	Lexical	Umbilical hernia	umbilical hernia
HP:0001878	skos:exactMatch	MP:0010163	Lexical	Hemolytic anemia	hemolysis
HP:0032563	skos:exactMatch	MP:0010176	Lexical	Dacryocytosis	dacryocytosis
HP:0001927	skos:exactMatch	MP:0010177	Lexical	Acanthocytosis	acanthocytosis
HP:0045006	skos:exactMatch	MP:0010194	Lexical	Aplasia of lymphatic vessels	absent lymphatic vessels
HP:0031109	skos:exactMatch	MP:0010249	Lexical	Agalactia	lactation failure
HP:0000523	skos:exactMatch	MP:0010251	Lexical	Subcapsular cataract	subcapsular cataracts
HP:0025201	skos:exactMatch	MP:0010331	Lexical	Abnormal apolipoprotein level	abnormal apolipoprotein level
HP:0002202	skos:exactMatch	MP:0010334	Lexical	Pleural effusion	pleural effusion
HP:0005483	skos:exactMatch	MP:0010371	Lexical	Abnormal epiglottis morphology	abnormal epiglottis morphology
HP:0010445	skos:exactMatch	MP:0010404	Lexical	Primum atrial septal defect	ostium primum atrial septal defect
HP:0001684	skos:exactMatch	MP:0010405	Lexical	Secundum atrial septal defect	ostium secundum atrial septal defect
HP:0011565	skos:exactMatch	MP:0010406	Lexical	Common atrium	common atrium
HP:0011643	skos:exactMatch	MP:0010407	Lexical	Coronary sinus atrial septal defect	coronary sinus atrial septal defect
HP:0011567	skos:exactMatch	MP:0010408	Lexical	Sinus venosus atrial septal defect	sinus venosus atrial septal defect
HP:0010774	skos:exactMatch	MP:0010409	Lexical	Cor triatriatum	cor triatriatum
HP:0011566	skos:exactMatch	MP:0010411	Lexical	Cor triatriatum dexter	cor triatriatum dextrum
HP:0006695	skos:exactMatch	MP:0010412	Lexical	Atrioventricular canal defect	atrioventricular septal defect
HP:0001674	skos:exactMatch	MP:0010413	Lexical	Complete atrioventricular canal defect	complete atrioventricular septal defect
HP:0011577	skos:exactMatch	MP:0010414	Lexical	Partial atrioventricular canal defect	partial atrioventricular septal defect
HP:0011576	skos:exactMatch	MP:0010415	Lexical	Intermediate atrioventricular canal defect	intermediate atrioventricular septal defect
HP:0030958	skos:exactMatch	MP:0010416	Lexical	Membranous ventricular septal aneurysm	interventricular septum membranous part aneurysm
HP:0011681	skos:exactMatch	MP:0010417	Lexical	Subarterial ventricular septal defect	subarterial ventricular septal defect
HP:0011682	skos:exactMatch	MP:0010418	Lexical	Perimembranous ventricular septal defect	perimembraneous ventricular septal defect
HP:0011622	skos:exactMatch	MP:0010419	Lexical	Inlet ventricular septal defect	inlet ventricular septal defect
HP:0011623	skos:exactMatch	MP:0010420	Lexical	Muscular ventricular septal defect	muscular ventricular septal defect
HP:0011581	skos:exactMatch	MP:0010427	Lexical	Double outlet left ventricle	double outlet left ventricle
HP:0011719	skos:exactMatch	MP:0010430	Lexical	Supracardiac total anomalous pulmonary venous connection	"total anomalous pulmonary venous connection	 supracardiac"
HP:0011538	skos:exactMatch	MP:0010431	Lexical	Atrial situs inversus	atrial situs inversus
HP:0001750	skos:exactMatch	MP:0010432	Lexical	Single ventricle	common ventricle
HP:0011555	skos:exactMatch	MP:0010433	Lexical	Double inlet left ventricle	double inlet heart left ventricle
HP:0011556	skos:exactMatch	MP:0010434	Lexical	Double inlet right ventricle	double inlet heart right ventricle
HP:0005160	skos:exactMatch	MP:0010441	Lexical	Total anomalous pulmonary venous return	total anomalous pulmonary venous connection
HP:0010773	skos:exactMatch	MP:0010442	Lexical	Partial anomalous pulmonary venous return	partial anomalous pulmonary venous connection
HP:0011720	skos:exactMatch	MP:0010443	Lexical	Cardiac total anomalous pulmonary venous connection	"total anomalous pulmonary venous connection	 intracardiac"
HP:0011722	skos:exactMatch	MP:0010445	Lexical	Mixed total anomalous pulmonary venous connection	"total anomalous pulmonary venous connection	 mixed"
HP:0004383	skos:exactMatch	MP:0010446	Lexical	Hypoplastic left heart	heart left ventricle hypoplasia
HP:0011604	skos:exactMatch	MP:0010455	Lexical	Aortopulmonary window	aortopulmonary window
HP:0011660	skos:exactMatch	MP:0010456	Lexical	Anomalous origin of one pulmonary artery from ascending aorta	hemitruncus
HP:0004937	skos:exactMatch	MP:0010462	Lexical	Pulmonary artery aneurysm	pulmonary artery aneurysm
HP:0010775	skos:exactMatch	MP:0010466	Lexical	Vascular ring	vascular ring
HP:0004961	skos:exactMatch	MP:0010467	Lexical	Pulmonary artery sling	pulmonary artery sling
HP:0031935	skos:exactMatch	MP:0010469	Lexical	Ascending aorta hypoplasia	ascending aorta hypoplasia
HP:0004381	skos:exactMatch	MP:0010471	Lexical	Supravalvular aortic stenosis	supravalvar aortic stenosis
HP:0025495	skos:exactMatch	MP:0010474	Lexical	Descending aorta hypoplasia	descending aorta hypoplasia
HP:0011638	skos:exactMatch	MP:0010475	Lexical	Anomalous origin of left coronary artery from the pulmonary artery	anomalous pulmonary origin of left coronary artery
HP:0011641	skos:exactMatch	MP:0010476	Lexical	Coronary artery fistula	coronary fistula
HP:0030882	skos:exactMatch	MP:0010477	Lexical	Coronary artery aneurysm	coronary artery aneurysm
HP:0006548	skos:exactMatch	MP:0010480	Lexical	Pulmonary arteriovenous malformation	pulmonary arteriovenous malformation
HP:0031932	skos:exactMatch	MP:0010481	Lexical	Aorto-left ventricular tunnel	left ventricle to aorta tunnel
HP:0011645	skos:exactMatch	MP:0010483	Lexical	Dilatation of the sinus of Valsalva	aortic sinus aneurysm
HP:0003115	skos:exactMatch	MP:0010508	Lexical	Abnormal EKG	abnormal heart electrocardiography waveform feature
HP:0005165	skos:exactMatch	MP:0010511	Lexical	Shortened PR interval	shortened PR interval
HP:0001678	skos:exactMatch	MP:0010519	Lexical	Atrioventricular block	atrioventricular block
HP:0012723	skos:exactMatch	MP:0010520	Lexical	Sinoatrial block	sinoatrial block
HP:0004974	skos:exactMatch	MP:0010525	Lexical	Coarctation of abdominal aorta	abdominal aorta coarctation
HP:0006574	skos:exactMatch	MP:0010529	Lexical	Hepatic arteriovenous malformation	hepatic arteriovenous malformation
